infoStartAddr:	0xEFC8
numEntries:	0xD2	210
title:	EQUIP_PARAM_PROTECTOR_ST
paramStartAddr:	0x000013F0
entryID   	paramAddr 	infoAddr  	sortId	wanderingEquipId	vagrantItemLotId	vagrantBonusEneDropItemLotId	vagrantItemEneDropItemLotId	fixPrice	basicPrice	sellValue	weight	residentSpEffectId	residentSpEffectId2	residentSpEffectId3	materialSetId	partsDamageRate	corectSARecover	originEquipPro	originEquipPro1	originEquipPro2	originEquipPro3	originEquipPro4	originEquipPro5	originEquipPro6	originEquipPro7	originEquipPro8	originEquipPro9	originEquipPro10	originEquipPro11	originEquipPro12	originEquipPro13	originEquipPro14	originEquipPro15	faceScaleM_ScaleX	faceScaleM_ScaleZ	faceScaleM_MaxX	faceScaleM_MaxZ	faceScaleF_ScaleX	faceScaleF_ScaleZ	faceScaleF_MaxX	faceScaleF_MaxZ	qwcId	equipModelId	iconIdM	iconIdF	knockBack	knockbackBounceRate	durability	durabilityMax	saDurability	defFlickPower	defensePhysics	defenseMagic	defenseFire	defenseThunder	defenseSlash	defenseBlow	defenseThrust	resistPoison	resistDisease	resistBlood	resistCurse	reinforceTypeId	compTrophySedId	shopLv	knockbackParamId	flickDamageCutRate	equipModelCategory	equipModelGender	protectorCategory	defenseMaterial	defenseMaterialSfx	partsDmgType	defenseMaterial_Weak	defenseMaterialSfx_Weak	isDeposit:1	headEquip:1	bodyEquip:1	armEquip:1	legEquip:1	useFaceScale:1	invisibleFlag00:1	invisibleFlag01:1	invisibleFlag02:1	invisibleFlag03:1	invisibleFlag04:1	invisibleFlag05:1	invisibleFlag06:1	invisibleFlag07:1	invisibleFlag08:1	invisibleFlag09:1	invisibleFlag10:1	invisibleFlag11:1	invisibleFlag12:1	invisibleFlag13:1	invisibleFlag14:1	invisibleFlag15:1	invisibleFlag16:1	invisibleFlag17:1	invisibleFlag18:1	invisibleFlag19:1	invisibleFlag20:1	invisibleFlag21:1	invisibleFlag22:1	invisibleFlag23:1	invisibleFlag24:1	invisibleFlag25:1	invisibleFlag26:1	invisibleFlag27:1	invisibleFlag28:1	invisibleFlag29:1	invisibleFlag30:1	invisibleFlag31:1	invisibleFlag32:1	invisibleFlag33:1	invisibleFlag34:1	invisibleFlag35:1	invisibleFlag36:1	invisibleFlag37:1	invisibleFlag38:1	invisibleFlag39:1	invisibleFlag40:1	invisibleFlag41:1	invisibleFlag42:1	invisibleFlag43:1	invisibleFlag44:1	invisibleFlag45:1	invisibleFlag46:1	invisibleFlag47:1	disableMultiDropShare:1	simpleModelForDlc:1	isGuestDrop:1	shotDamageCutRate	slashDamageCutRate	blowDamageCutRate	thrustDamageCutRate	magicDamageCutRate	fireDamageCutRate	thunderDamageCutRate	resistTherianthrope	invisibleFlag48:1	invisibleFlag49:1	invisibleFlag50:1	invisibleFlag51:1	invisibleFlag52:1	invisibleFlag53:1	invisibleFlag54:1	invisibleFlag55:1	invisibleFlag56:1	invisibleFlag57:1	invisibleFlag58:1	invisibleFlag59:1	invisibleFlag60:1	invisibleFlag61:1	invisibleFlag62:1	repositoryCategory	pad2[1]	trophySeqId	pad3[8]
0x000003E8	0x000013F0	0x0000EFC8	1	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30b9 30ad 30f3 30d8 30c3 30c9
0x0000044C	0x000014FC	0x0000EFD6	2	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 ff2d 30b9 30dd 30c3 30c8
0x000004B0	0x00001608	0x0000EFE2	3	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30b7 30e7 30fc 30c8
0x00000514	0x00001714	0x0000EFEC	4	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30aa 30fc 30eb 30d0 30c3 30af 30ed 30f3 30b0
0x00000578	0x00001820	0x0000F000	5	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30c6 30fc 30eb
0x000005DC	0x0000192C	0x0000F008	6	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 4e71 308c 9577 9aea
0x00000640	0x00001A38	0x0000F012	7	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30bb 30f3 30bf 30fc 30d1 30fc 30c8
0x000006A4	0x00001B44	0x0000F022	8	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30bb 30df 30ed 30f3 30b0 4e03 4e09 5206 3051
0x00000708	0x00001C50	0x0000F036	9	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30a6 30a7 30fc 30d6
0x0000076C	0x00001D5C	0x0000F040	10	5000	-1	-1	-1	0	0	-1	0.000	-1	-1	-1	-1	1.00	0.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.000	1.000	1.100	1.100	1.000	1.000	1.100	1.100	-1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	4	1	4	29	29	0	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15		-1		 30dc 30d6
