infoStartAddr:	0x8860
numEntries:	0x108	264
title:	EQUIP_PARAM_GOODS_ST
paramStartAddr:	0x00001900
entryID   	paramAddr 	infoAddr  	refId	sfxVariationId	weight	fragmentNum	sellValue	behaviorId	replaceItemId	sortId	qwcId	yesNoDialogMessageId	magicId	iconId	modelId	shopLv	compTrophySedId	trophySeqId	maxNum	consumeHeroPoint	overDexterity	goodsType	refCategory	spEffectCategory	goodsCategory	goodsUseAnim	opmeMenuType	useLimitCategory	replaceCategory	vowType0:1	vowType1:1	vowType2:1	vowType3:1	vowType4:1	vowType5:1	vowType6:1	vowType7:1	vowType8:1	vowType9:1	vowType10:1	vowType11:1	vowType12:1	vowType13:1	vowType14:1	vowType15:1	enable_live:1	enable_gray:1	enable_white:1	enable_black:1	enable_multi:1	disable_offline:1	isEquip:1	isConsume:1	isAutoEquip:1	isEstablishment:1	isOnlyOne:1	isDrop:1	isDeposit:1	isDisableHand:1	IsTravelItem:1	isSuppleItem:1	isFullSuppleItem:1	isEnhance:1	isFixItem:1	disableMultiDropShare:1	disableUseAtColiseum:1	disableUseAtOutOfColiseum:1	useBulletMaxNum:1	useHpCureMaxNum:1	isAutoReplenish:1	canMultiUse:1	isEnchantLeftHand:1	isGuestDrop:1	isApplySpecialEffect:1	pad0:3	maxRepositoryNum	properStrength	properAgility	properMagic	properFaith	pad[2]	vagrantItemLotId	vagrantBonusEneDropItemLotId	vagrantItemEneDropItemLotId	refVirtualWepId	bulletConsumeNum	useLimitCategory2	pad1[2]	replaceItemId_bySpEffect	replaceTriggerSpEffectId
0x00000001	0x00001900	0x00008860	9000	60	0	0	-1	0	-1	40	-1	0	-1	0	0	-1	-1	-1	1	0	50	0	2	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		2	9000	 30a2 30a4 30c6 30e0 5207 66ff 30c6 30b9 30c8 0041
0x00000002	0x0000196C	0x00008876	9005	60	0	0	-1	0	-1	40	-1	0	-1	0	0	-1	-1	-1	1	0	50	0	2	0	0	15	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		1	9005	 30a2 30a4 30c6 30e0 5207 66ff 30c6 30b9 30c8 0062
0x00000064	0x000019D8	0x0000888C	2100	0	0	0	-1	0	-1	240060	-1	10010711	-1	11	0	-1	-1	-1	1	0	50	0	2	0	0	16	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 30c0 30fc 30af 30ea 30f3 30b0
0x0000006F	0x00001A44	0x0000889A	7	0	0	0	-1	0	-1	240050	-1	20000432	-1	9	0	-1	-1	-1	1	0	50	0	2	0	0	15	4	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 5225 308c 306e 7a7a 7832
0x00000078	0x00001AB0	0x000088A6	-1	0	0	0	-1	0	-1	240070	-1	0	-1	10	0	-1	-1	-1	1	0	50	0	0	0	0	8	6	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 547c 3073 9234
0x00000082	0x00001B1C	0x000088AE	-1	-1	0	0	-1	0	-1	240010	-1	10010853	-1	188	0	-1	-1	-1	1	0	50	0	0	0	0	27	8	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 8840 65cf 30e9 30f3 30ad 30f3 30b0 89b3 89a7 30a2 30a4 30c6 30e0
0x000000C8	0x00001B88	0x000088CA	9000	60	0	0	-1	0	-1	240020	-1	0	-1	3	0	-1	-1	-1	1	1	50	0	2	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		201	9000	 901a 5e38 5354 529b 8981 8acb
0x000000C9	0x00001BF4	0x000088D8	-1	60	0	0	-1	0	-1	240021	-1	0	-1	3	0	-1	-1	-1	1	1	50	0	0	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		200	9905	 901a 5e38 5354 529b 8981 8acb 005f 4f7f 7528 4e0d 53ef
0x000000CD	0x00001C60	0x000088F0	9005	61	0	0	-1	0	-1	240030	-1	0	-1	5	0	-1	-1	-1	1	0	50	0	2	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		206	9005	 901a 5e38 5354 529b 5e0c 671b
0x000000CE	0x00001CCC	0x000088FE	-1	61	0	0	-1	0	-1	240031	-1	0	-1	5	0	-1	-1	-1	1	0	50	0	0	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		205	9905	 901a 5e38 5354 529b 5e0c 671b 005f 4f7f 7528 4e0d 53ef
0x000000E1	0x00001D38	0x00008916	9025	62	0	0	-1	0	-1	240040	-1	0	-1	7	0	-1	-1	-1	1	1	50	0	2	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		226	9025	 901a 5e38 4fb5 5165 5e0c 671b
0x000000E2	0x00001DA4	0x00008924	-1	62	0	0	-1	0	-1	240041	-1	0	-1	7	0	-1	-1	-1	1	1	50	0	0	0	0	14	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		225	9905	 901a 5e38 4fb5 5165 5e0c 671b 005f 4f7f 7528 4e0d 53ef
0x000002BC	0x00001E10	0x0000893C	400	0	0	0	-1	0	-1	90030	-1	0	-1	138	0	-1	-1	-1	1	0	50	0	1	0	0	27	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		99	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 30ac 30b9 30b3 30a4 30f3 306e 30aa 30eb 30b4 30fc 30eb
0x000002BD	0x00001E7C	0x00008954	3030	76	0	0	-1	0	-1	20020	-1	0	-1	73	0	-1	-1	-1	1	0	50	0	2	0	0	28	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	3		-1	-1	 5a3c 5a66 306e 8840
0x000002BE	0x00001EE8	0x0000895E	3060	56	0	0	-1	0	-1	20030	-1	0	-1	74	0	-1	-1	-1	1	0	50	0	2	0	0	28	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	3		-1	-1	 56da 308f 308c 306e 5c3c 50e7 306e 8840
0x000002BF	0x00001F54	0x00008970	3020	75	0	0	-1	0	-1	20010	-1	0	-1	75	0	-1	-1	-1	1	0	50	0	2	0	0	28	0	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 5973 533b 306e 85ac
0x000002C0	0x00001FC0	0x0000897A	2160	97	0	0	-1	0	-1	110070	-1	0	-1	190	0	-1	-1	-1	99	0	50	0	2	0	0	9	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0		99	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 8840 6fe1 308c 306e 8d64 5b50
0x000002C1	0x0000202C	0x00008988	3030	76	0	0	-1	0	-1	20021	-1	0	-1	183	0	-1	-1	-1	1	0	50	0	2	0	0	28	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	3		-1	-1	 5973 738b 306e 8840
0x00000320	0x00002098	0x00008992	-1	0	0	0	-1	0	-1	500010	-1	0	-1	5000	0	-1	-1	-1	1	0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 524d 3092 3055 3059
0x00000321	0x00002104	0x0000899C	-1	0	0	0	-1	0	-1	500050	-1	0	-1	5001	0	-1	-1	-1	1	0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 4e00 793c ff08 7537 ff0f 8efd 3044 ff09
0x00000322	0x00002170	0x000089AE	-1	0	0	0	-1	0	-1	500160	-1	0	-1	5002	0	-1	-1	-1	1	0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 3055 3042 3001 884c 3053 3046
0x00000323	0x000021DC	0x000089BC	-1	0	0	0	-1	0	-1	500130	-1	0	-1	5003	0	-1	-1	-1	1	0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 6b53 559c
0x00000324	0x00002248	0x000089C2	-1	0	0	0	-1	0	-1	500180	-1	0	-1	5004	0	-1	-1	-1	1	0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0		-1	-1	-1	16000	0	0		-1	-1	 30de 30f3 30c8 3092 3072 308b 304c 3048 3059
