1000	最下層
1001	
1002	
1003	
1004	
1005	
1006	
1007	
1008	
1009	
1010	城下不死街
1011	城下不死教区
1012	
1013	
1014	
1015	
1016	
1017	
1018	
1019	
1020	火継ぎの祭祀場
1100	エレーミアス絵画世界
1200	黒い森の庭
1201	狭間の森
1300	地下墓地
1301	
1302	
1303	
1304	
1305	
1306	
1307	
1308	
1309	
1310	巨人墓場
1311	
1312	
1313	
1314	
1315	
1316	
1317	
1318	
1319	
1320	大樹のうつろ
1321	灰の湖
1400	病み村
1401	クラーグの住処
1402	
1403	
1404	
1405	
1406	
1407	
1408	
1409	
1410	デーモン遺跡
1411	混沌の廃都イザリス
1500	センの古城
1501	
1502	
1503	
1504	
1505	
1506	
1507	
1508	
1509	
1510	アノール・ロンド
1600	小ロンド遺跡
1601	深淵
1602	飛竜の谷
1700	公爵の書庫
1701	結晶洞穴
1800	最初の火の炉
1801	火継ぎの祭壇
1802	
1803	
1804	
1805	
1806	
1807	
1808	
1809	
1810	北の不死院
2000	火継ぎの祭祀場
2001	太陽の祭壇
2002	アノール・ロンド
2003	王女の間
2004	暗月の霊廟
2005	深淵
2006	混沌の娘
2007	墓王の祭壇
2008	石の古竜
2100	夢の暗所
2101	
2102	
2103	
2104	
2105	
2106	
2107	
2108	
2109	
2110	empty
2200	ヘムウィックの墓地街
2300	ヤーナム　旧市街
2400	ヤーナム　聖堂街
2401	
2402	
2403	
2404	
2405	
2406	
2407	
2408	
2409	
2410	古都ヤーナム
2411	
2412	
2413	
2414	
2415	
2416	
2417	
2418	
2419	
2420	empty
2500	廃城　カインボーン
2600	ミコラーシュの悪夢
2601	
2602	
2603	
2604	
2605	
2606	
2607	
2608	
2609	
2610	empty
2700	蛇森
2800	隠し街　ヤハグル
3200	ビルゲンワース
3300	故郷
11000	 
11001	
11002	
11003	
11004	
11005	
11006	
11007	
11008	
11009	
11010	 
11011	 
11012	
11013	
11014	
11015	
11016	
11017	
11018	
11019	
11020	 
11100	 
11200	 
11201	 
11300	 
11301	
11302	
11303	
11304	
11305	
11306	
11307	
11308	
11309	
11310	 
11311	
11312	
11313	
11314	
11315	
11316	
11317	
11318	
11319	
11320	 
11321	 
11400	 
11401	 
11402	
11403	
11404	
11405	
11406	
11407	
11408	
11409	
11410	 
11411	 
11500	 
11501	
11502	
11503	
11504	
11505	
11506	
11507	
11508	
11509	
11510	 
11600	 
11601	 
11602	 
11700	 
11701	 
11800	 
11801	 
11802	
11803	
11804	
11805	
11806	
11807	
11808	
11809	
11810	 
90100	深度1
90101	深度2
90102	深度3
90103	深度4
90104	深度5
90105	深度6
90106	深度7
90200	 墓所グレミア
90201	 ルドレスの僻墓
90202	 ワーグウィッチの僻墓
90203	 グレミアの悪夢
90204	 宇宙外縁
90300	empty
90301	 上層
90302	 中層
90303	 下層
90304	 最下層
