1000	*
1000000	*
1090000	*
2000000	*
2000100	*
2000200	*
2000300	*
2000400	*
2000500	*
2000600	*
2000700	*
2000800	*
2000900	*
2001000	*
2001100	*
2001200	*
2001300	*
2001400	*
2001500	*
2090000	*
4000000	*
4000100	*
4000200	*
4000300	*
4000400	*
4000500	*
4000600	*
4000700	*
4000800	*
4000900	*
4001000	*
4001100	*
4001200	*
4001300	*
4001400	*
4001500	*
4090000	*
4090100	*
5000000	*
5000100	*
5000200	*
5000300	*
5000400	*
5000500	*
5000600	*
5000700	*
5000800	*
5000900	*
5001000	*
5001100	*
5001200	*
5001300	*
5001400	*
5001500	*
5090000	*
5090100	*
5100000	*
5100100	*
5100200	*
5100300	*
5100400	*
5100500	*
5100600	*
5100700	*
5100800	*
5100900	*
5101000	*
5101100	*
5101200	*
5101300	*
5101400	*
5101500	*
5190000	*
6000000	*
6000100	*
6000200	*
6000300	*
6000400	*
6000500	*
6000600	*
6000700	*
6000800	*
6000900	*
6001000	*
6001100	*
6001200	*
6001300	*
6001400	*
6001500	*
6090000	*
6090100	*
6100000	*
6100100	*
6100200	*
6100300	*
6100400	*
6100500	*
6100600	*
6100700	*
6100800	*
6100900	*
6101000	*
6101100	*
6101200	*
6101300	*
6101400	*
6101500	*
6190000	*
7000000	*
7000100	*
7000200	*
7000300	*
7000400	*
7000500	*
7000600	*
7000700	*
7000800	*
7000900	*
7001000	*
7001100	*
7001200	*
7001300	*
7001400	*
7001500	*
7090000	*
7090100	*
7100000	*
7100100	*
7100200	*
7100300	*
7100400	*
7100500	*
7100600	*
7100700	*
7100800	*
7100900	*
7101000	*
7101100	*
7101200	*
7101300	*
7101400	*
7101500	*
7190000	*
8000000	*
8000100	*
8000200	*
8000300	*
8000400	*
8000500	*
8000600	*
8000700	*
8000800	*
8000900	*
8001000	*
8001100	*
8001200	*
8001300	*
8001400	*
8001500	*
8090000	*
8090100	*
8100000	*
8100100	*
8100200	*
8100300	*
8100400	*
8100500	*
8100600	*
8100700	*
8100800	*
8100900	*
8101000	*
8101100	*
8101200	*
8101300	*
8101400	*
8101500	*
8190000	*
9000000	*
9000100	*
9000200	*
9000300	*
9000400	*
9000500	*
9000600	*
9000700	*
9000800	*
9000900	*
9001000	*
9001100	*
9001200	*
9001300	*
9001400	*
9001500	*
